displayName,formattedAddress,types,websiteUri,internationalPhoneNumber,rating,googleMapsUri,location
Wawa,"595 Spring St, Elizabeth, NJ 07201, USA","['fast_food_restaurant', 'coffee_shop', 'breakfast_restaurant', 'sandwich_shop', 'convenience_store', 'gas_station', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.wawa.com/locations/8320?utm_source=gmblisting&utm_medium=organic&utm_campaign=locallisting,+1 908-289-2402,3.6,https://maps.google.com/?cid=2664406088034285055,elizabeth_nj
Rancho Mateo Colombian Steakhouse,"248 Morris Ave, Elizabeth, NJ 07208, USA","['steak_house', 'bakery', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.ranchomateocolombiansteakhouse.com/,+1 908-662-0828,4.3,https://maps.google.com/?cid=1447236190900361231,elizabeth_nj
Valenca Restaurant,"665 Monroe Ave, Elizabeth, NJ 07201, USA","['steak_house', 'seafood_restaurant', 'spanish_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://valencarestaurantnj.com/,+1 908-354-4024,4.5,https://maps.google.com/?cid=9377934890360173634,elizabeth_nj
Noches de Colombia Elizabeth,"545 Bayway, Elizabeth, NJ 07202, USA","['restaurant', 'food', 'point_of_interest', 'establishment']",http://www.nochesdecolombiaelizabeth.com/,+1 908-353-7000,4.4,https://maps.google.com/?cid=10588736024327585451,elizabeth_nj
BarCode Entertainment Complex,"429 N Broad St, Elizabeth, NJ 07208, USA","['night_club', 'swimming_pool', 'sports_complex', 'bar', 'restaurant', 'food', 'sports_club', 'point_of_interest', 'establishment']",http://barcodenj.com/,+1 908-527-1928,4.1,https://maps.google.com/?cid=12168055449688898279,elizabeth_nj
The Lobby NJ,"821 Spring St, Elizabeth, NJ 07201, USA","['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://thelobbynj.com/,+1 908-469-8088,4.1,https://maps.google.com/?cid=1883773388195162451,elizabeth_nj
Chipotle Mexican Grill,"1101 Morris Ave, Union, NJ 07083, USA","['mexican_restaurant', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://locations.chipotle.com/nj/union/1101-morris-ave?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,+1 908-345-2886,2.2,https://maps.google.com/?cid=11967114673232204138,elizabeth_nj
Pollo Campero,"25 S Broad St, Elizabeth, NJ 07202, USA","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.campero.com/,+1 833-226-7376,4.6,https://maps.google.com/?cid=3443432572973125244,elizabeth_nj
McDonald's,"819 North Ave E, Elizabeth, NJ 07201, USA","['fast_food_restaurant', 'coffee_shop', 'breakfast_restaurant', 'sandwich_shop', 'cafe', 'hamburger_restaurant', 'american_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NJ/ELIZABETH/819-835-NORTH-AVE/12641.html?cid=RF:YXT:GMB::Clicks,+1 908-469-8684,3.8,https://maps.google.com/?cid=14043196125143869606,elizabeth_nj
Chupitos,"296 Morris Ave, Elizabeth, NJ 07208, USA","['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.chupitosusa.com/,+1 908-906-6665,4.0,https://maps.google.com/?cid=15926406072184080356,elizabeth_nj
Brisas Bakery & Restaurant,"262 Morris Ave, Elizabeth, NJ 07208, USA","['coffee_shop', 'breakfast_restaurant', 'bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",http://brisasnj.com/,+1 908-353-1377,4.5,https://maps.google.com/?cid=7925046743606601909,elizabeth_nj
McDonald's,"420-34 US-1, Elizabeth, NJ 07208, USA","['fast_food_restaurant', 'coffee_shop', 'breakfast_restaurant', 'sandwich_shop', 'cafe', 'hamburger_restaurant', 'american_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NJ/ELIZABETH/420-34-RTE-1-N/6518.html?cid=RF:YXT:GMB::Clicks,+1 908-351-4548,3.9,https://maps.google.com/?cid=9785310497648341555,elizabeth_nj
La Caravana Restaurant,"602 E Jersey St, Elizabeth, NJ 07206, USA","['restaurant', 'food', 'point_of_interest', 'establishment']",https://m.facebook.com/La-Caravana-Restaurant-284263358339902/,+1 908-355-0101,4.2,https://maps.google.com/?cid=5602567708864628135,elizabeth_nj
McDonald's,"872-934 Frelinghuysen Ave, Newark, NJ 07114, USA","['fast_food_restaurant', 'coffee_shop', 'breakfast_restaurant', 'sandwich_shop', 'cafe', 'hamburger_restaurant', 'american_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NJ/NEWARK/872-934-FRELINGHUYSEN/5921.html?cid=RF:YXT:GMB::Clicks,+1 973-643-9657,3.7,https://maps.google.com/?cid=8962463572530756689,elizabeth_nj
La Casa Del Pan,"550 North Ave D, Union, NJ 07083, USA","['bakery', 'breakfast_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",http://www.lacasadelpannj.com/,+1 908-352-4860,4.5,https://maps.google.com/?cid=1519901381534574065,elizabeth_nj
NOAH Osteria,"14 Julian Pl, Elizabeth, NJ 07208, USA","['restaurant', 'brunch_restaurant', 'food', 'point_of_interest', 'establishment']",http://www.noahosteria.com/,+1 908-353-0277,4.3,https://maps.google.com/?cid=5455374228543787926,elizabeth_nj
McDonald's,"395 Long Ave, Hillside, NJ 07205, USA","['fast_food_restaurant', 'coffee_shop', 'breakfast_restaurant', 'sandwich_shop', 'cafe', 'hamburger_restaurant', 'american_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NJ/HILLSIDE/RT-22--LONG-AVE/4426.html?cid=RF:YXT:GMB::Clicks,+1 908-686-4171,3.8,https://maps.google.com/?cid=4341171108695868035,elizabeth_nj
Starbucks,"1011 Morris Ave, Union, NJ 07083, USA","['coffee_shop', 'breakfast_restaurant', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.starbucks.com/store-locator/store/1026901,+1 732-404-7805,4.2,https://maps.google.com/?cid=9346981595932744954,elizabeth_nj
Panera Bread,"1109 Morris Ave, Union, NJ 07083, USA","['cafe', 'coffee_shop', 'breakfast_restaurant', 'sandwich_shop', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.panerabread.com/en-us/cafe/locations/nj/union/1109-morris-avenue?utm_medium=local&utm_source=google&utm_campaign=dpm-dist&utm_term=606103&utm_content=main,+1 908-787-1109,3.6,https://maps.google.com/?cid=2839430808082215356,elizabeth_nj
Taboo Mens Club,"2005 E Linden Ave, Linden, NJ 07036, USA","['night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.taboomensclub.com/,+1 908-718-5734,3.2,https://maps.google.com/?cid=838933037383636956,elizabeth_nj
Topgolf Edison,"1013 US-1, Edison, NJ 08817, USA","['restaurant', 'golf_course', 'american_restaurant', 'sports_complex', 'bar', 'event_venue', 'athletic_field', 'food', 'health', 'point_of_interest', 'establishment']",https://topgolf.com/us/edison/,+1 732-374-4097,4.3,https://maps.google.com/?cid=3052861364123732042,edison_nj
Island Spa & Sauna,"1769 Lincoln Hwy, Edison, NJ 08817, USA","['beauty_salon', 'spa', 'korean_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.islandspasauna.com/,+1 732-253-7379,4.5,https://maps.google.com/?cid=17980514761517157927,edison_nj
A2B Indian Veg Restaurant - South Plainfield,"6400 Hadley Rd, South Plainfield, NJ 07080, USA","['indian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.a2bnewjersey.com/,+1 908-279-6247,4.6,https://maps.google.com/?cid=8266596855636117734,edison_nj
Meximodo - Cocina Mexicana & Tequila Bar,"5 Pearl St, Metuchen, NJ 08840, USA","['mexican_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://meximodo.com/,+1 732-395-7767,4.7,https://maps.google.com/?cid=5809804732378381715,edison_nj
Tommy's Tavern + Tap,"1007 US-1, Edison, NJ 08817, USA","['restaurant', 'hamburger_restaurant', 'pizza_restaurant', 'american_restaurant', 'food', 'point_of_interest', 'establishment']",https://www.tommystavernandtap.com/edison-nj,+1 732-902-2701,4.4,https://maps.google.com/?cid=8665384465580704439,edison_nj
Wawa,"555 New Durham Rd, Piscataway, NJ 08854, USA","['fast_food_restaurant', 'gas_station', 'sandwich_shop', 'coffee_shop', 'convenience_store', 'cafe', 'breakfast_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.wawa.com/locations/8386?utm_source=gmblisting&utm_medium=organic&utm_campaign=locallisting,+1 908-274-1954,2.9,https://maps.google.com/?cid=14058854732503014314,edison_nj
Tasty Moment,"1711 NJ-27, Edison, NJ 08817, USA","['chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://dimsumedison.com/,+1 732-650-0888,4.3,https://maps.google.com/?cid=44988293471457751,edison_nj
Chick-fil-A,"4801 Stelton Rd, South Plainfield, NJ 07080, USA","['fast_food_restaurant', 'breakfast_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.chick-fil-a.com/southplainfield,+1 908-315-3225,4.1,https://maps.google.com/?cid=13983638107009363058,edison_nj
"Ugly Dumpling - Edison, NJ","561 US-1, Edison, NJ 08817, USA","['chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.uglydumpling.us/,+1 732-317-8396,4.2,https://maps.google.com/?cid=13889042222553977704,edison_nj
Jollibee,"760 US-1, Edison, NJ 08817, USA","['hamburger_restaurant', 'fast_food_restaurant', 'american_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://locations.jollibeefoods.com/usa/nj/edison/760-us-1?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=3042,+1 732-902-0928,3.7,https://maps.google.com/?cid=2773854753142069265,edison_nj
Hatch44 Cafe,"25 New St, Metuchen, NJ 08840, USA","['brunch_restaurant', 'cafe', 'breakfast_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://hatch44cafe.com/,+1 732-662-7200,4.6,https://maps.google.com/?cid=11772421768542349150,edison_nj
Chongqing Wharf,"2066 NJ-27, Edison, NJ 08817, USA","['restaurant', 'food', 'point_of_interest', 'establishment']",,+1 848-260-0465,4.8,https://maps.google.com/?cid=2649213527417978716,edison_nj
Chai Chenak,"349A George St, New Brunswick, NJ 08901, USA","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.chaichenak.com/,+1 732-246-2600,4.0,https://maps.google.com/?cid=4914096317073595375,edison_nj
Fat Cactus Cantina,"350 George St, New Brunswick, NJ 08901, USA","['mexican_restaurant', 'night_club', 'american_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.fatcactuscantina.com/,+1 732-543-1153,4.5,https://maps.google.com/?cid=12913935274977587585,edison_nj
Chick-fil-A,"999 US-1, Edison, NJ 08817, USA","['fast_food_restaurant', 'breakfast_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.chick-fil-a.com/locations/nj/edison-towne-square?utm_source=yext&utm_medium=link,+1 732-743-7123,4.2,https://maps.google.com/?cid=8950242471803386826,edison_nj
Kura Revolving Sushi Bar,"1781 NJ-27 Suite 101, Edison, NJ 08817, USA","['japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://kurasushi.com/locations/edison-nj,+1 732-426-0550,3.7,https://maps.google.com/?cid=16817078999218019523,edison_nj
Stress Factory Comedy Club,"90 Church St, New Brunswick, NJ 08901, USA","['night_club', 'american_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://newbrunswick.stressfactory.com/,+1 732-545-4242,4.6,https://maps.google.com/?cid=17125803364252185438,edison_nj
Wawa,"2720 Woodbridge Ave, Edison, NJ 08837, USA","['fast_food_restaurant', 'gas_station', 'sandwich_shop', 'coffee_shop', 'convenience_store', 'cafe', 'breakfast_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.wawa.com/locations/8365?utm_source=gmblisting&utm_medium=organic&utm_campaign=locallisting,+1 732-670-2673,3.9,https://maps.google.com/?cid=4939780717316417368,edison_nj
Wawa,"580 US-1, Edison, NJ 08817, USA","['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.wawa.com/,+1 848-290-1151,4.5,https://maps.google.com/?cid=18366551771914341240,edison_nj
Wood Stack Pizza + Kitchen Metuchen,"259 Lake Ave, Metuchen, NJ 08840, USA","['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://woodstacknj.com/,+1 732-372-7398,4.4,https://maps.google.com/?cid=10728339325773249713,edison_nj
Cheers,"84 Beacon St, Boston, MA 02108, USA","['bar', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.cheersboston.com/,+1 617-227-9605,4.4,https://maps.google.com/?cid=13704511825477624642,boston_ma
Time Out Market Boston,"401 Park Dr, Boston, MA 02215, USA","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",https://www.timeoutmarket.com/boston/,+1 978-393-8088,4.4,https://maps.google.com/?cid=13983029843173631675,boston_ma
Fairmont Copley Plaza Boston,"138 St James Ave, Boston, MA 02116, USA","['hotel', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.fairmont.com/copley-plaza-boston/?goto=fiche_hotel&code_hotel=A554&merchantid=seo-maps-US-A554&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,+1 617-267-5300,4.5,https://maps.google.com/?cid=10322634722396528151,boston_ma
Tatte Bakery & Cafe | Back Bay,"399 Boylston St, Boston, MA 02116, USA","['restaurant', 'breakfast_restaurant', 'coffee_shop', 'brunch_restaurant', 'cafe', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']",https://tattebakery.com/,+1 617-366-1555,4.4,https://maps.google.com/?cid=13159025184032641203,boston_ma
Chick-fil-A,"569 Boylston St, Boston, MA 02116, USA","['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.chickfilacopleysquare.com/,+1 617-702-4848,4.1,https://maps.google.com/?cid=3611484379603008913,boston_ma
The Friendly Toast,"35 Stanhope St, Boston, MA 02116, USA","['brunch_restaurant', 'breakfast_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.thefriendlytoast.com/,+1 617-231-9562,4.5,https://maps.google.com/?cid=15618661099154171557,boston_ma
Union Oyster House,"41 Union St, Boston, MA 02108, USA","['seafood_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.unionoysterhouse.com/,+1 617-227-2750,4.3,https://maps.google.com/?cid=6319045547406381352,boston_ma
YOTEL Boston,"65 Seaport Blvd, Boston, MA 02210, USA","['hotel', 'bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.yotel.com/en/hotels/yotel-boston?utm_source=Google&utm_medium=Yext_YOBOS,+1 617-377-4747,4.0,https://maps.google.com/?cid=6909996754494668354,boston_ma
Eataly,"800 Boylston St, Boston, MA 02199, USA","['italian_restaurant', 'meal_delivery', 'liquor_store', 'restaurant', 'grocery_store', 'food', 'store', 'point_of_interest', 'establishment']",https://www.eataly.com/us_en/stores/boston/,+1 617-807-7300,4.3,https://maps.google.com/?cid=17803502867355415328,boston_ma
The Royal Sonesta Boston,"40 Edwin H Land Blvd, Cambridge, MA 02142, USA","['hotel', 'wedding_venue', 'event_venue', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.sonesta.com/royal-sonesta/ma/cambridge/royal-sonesta-boston,+1 617-806-4200,4.2,https://maps.google.com/?cid=14448458806831361024,boston_ma
Saltie Girl,"279 Dartmouth St, Boston, MA 02116, USA","['seafood_restaurant', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.saltiegirl.com/,+1 617-267-0691,4.4,https://maps.google.com/?cid=1850195991803436904,boston_ma
Legal Sea Foods - Harborside,"270 Northern Ave, Boston, MA 02210, USA","['seafood_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.legalseafoods.com/locations/boston-harborside/,+1 617-477-2900,4.4,https://maps.google.com/?cid=4620113031714205602,boston_ma
Trillium - Fort Point,"50 Thomson Pl, Boston, MA 02210, USA","['liquor_store', 'event_venue', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.trilliumbrewing.com/pages/fort-point,+1 857-449-0083,4.5,https://maps.google.com/?cid=595375660169594733,boston_ma
Neptune Oyster,"63 Salem St # 1, Boston, MA 02113, USA","['seafood_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.neptuneoyster.com/,+1 617-742-3474,4.4,https://maps.google.com/?cid=4320043846255745255,boston_ma
Citizens House of Blues Boston,"15 Lansdowne St, Boston, MA 02215, USA","['banquet_hall', 'bar', 'wedding_venue', 'event_venue', 'american_restaurant', 'night_club', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.houseofblues.com/boston?utm_source=GMBlisting&utm_medium=organic,+1 888-693-2583,4.3,https://maps.google.com/?cid=4855664126558157476,boston_ma
Regina Pizzeria,"11 1/2 Thacher St, Boston, MA 02113, USA","['pizza_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.pizzeriaregina.com/,+1 617-227-0765,4.6,https://maps.google.com/?cid=10405584724220069020,boston_ma
Row 34,"383 Congress St, Boston, MA 02210, USA","['seafood_restaurant', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://row34.com/,+1 617-553-5900,4.6,https://maps.google.com/?cid=13328531444327232542,boston_ma
Lolita Back Bay,"271 Dartmouth St, Boston, MA 02116, USA","['mexican_restaurant', 'bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.lolitamexican.com/,+1 617-369-5609,4.4,https://maps.google.com/?cid=6219513825423422196,boston_ma
Barcelona Wine Bar,"525 Tremont St, Boston, MA 02116, USA","['spanish_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.barcelonawinebar.com/location/south-end/?utm_source=yext&utm_medium=localsearch&utm_campaign=landing-page&utm_content=south-end,+1 617-266-2600,4.5,https://maps.google.com/?cid=12764803064039312429,boston_ma
Raising Cane's Chicken Fingers,"755 Boylston St, Boston, MA 02116, USA","['fast_food_restaurant', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://locations.raisingcanes.com/ma/boston/755-boylston-street,+1 617-603-3988,4.1,https://maps.google.com/?cid=2163632520292191421,boston_ma
Chick-fil-A,"80 Gold Star Blvd, Worcester, MA 01606, USA","['fast_food_restaurant', 'breakfast_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.chick-fil-a.com/locations/ma/worcester?utm_source=yext&utm_medium=link,+1 508-459-9852,4.4,https://maps.google.com/?cid=16550007748831404657,worcester_ma
NU Kitchen Worcester,"335 Chandler St, Worcester, MA 01602, USA","['sandwich_shop', 'coffee_shop', 'brazilian_restaurant', 'cafe', 'vegan_restaurant', 'vegetarian_restaurant', 'meal_takeaway', 'breakfast_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",http://thenukitchen.com/,+1 508-926-8800,4.5,https://maps.google.com/?cid=862317691406377740,worcester_ma
Armsby Abbey,"144 Main St, Worcester, MA 01608, USA","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",http://armsbyabbey.com/,+1 508-795-1012,4.6,https://maps.google.com/?cid=5774245113277859923,worcester_ma
The Boynton Restaurant & Spirits,"117 Highland St, Worcester, MA 01609, USA","['restaurant', 'cafe', 'american_restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",http://www.boyntonrestaurant.com/,+1 508-756-5432,4.4,https://maps.google.com/?cid=14607638535300335281,worcester_ma
The Mercantile,"2 Mercantile St, Worcester, MA 01608, USA","['restaurant', 'food', 'point_of_interest', 'establishment']",https://www.themercantileworcester.com/,+1 774-389-5180,4.1,https://maps.google.com/?cid=17284235575729774012,worcester_ma
The Fix Burger Bar,"108 Grove St, Worcester, MA 01605, USA","['hamburger_restaurant', 'american_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.thefixburgerbar.com/,+1 774-823-3327,4.4,https://maps.google.com/?cid=18022924048886044232,worcester_ma
Chipotle Mexican Grill,"49 Park Ave, Worcester, MA 01605, USA","['mexican_restaurant', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://locations.chipotle.com/ma/worcester/49-park-ave?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,+1 774-420-7718,2.9,https://maps.google.com/?cid=12444691454059599770,worcester_ma
McDonald's,"995 Main St, Worcester, MA 01603, USA","['fast_food_restaurant', 'hamburger_restaurant', 'sandwich_shop', 'coffee_shop', 'cafe', 'american_restaurant', 'breakfast_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/MA/WORCESTER/995-MAIN-STREET/373.html?cid=RF:YXT:GMB::Clicks,+1 508-757-5357,3.4,https://maps.google.com/?cid=10503335843799768325,worcester_ma
The Sole Proprietor,"118 Highland St, Worcester, MA 01609, USA","['seafood_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.thesole.com/,+1 508-798-3474,4.5,https://maps.google.com/?cid=12755718158967788691,worcester_ma
Via Italian Table,"89 Shrewsbury St, Worcester, MA 01604, USA","['italian_restaurant', 'pizza_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.viaitaliantable.com/,+1 508-754-4842,4.5,https://maps.google.com/?cid=15037656244566490024,worcester_ma
Tavern in the Square,"193 Boston Turnpike, Shrewsbury, MA 01545, USA","['restaurant', 'food', 'point_of_interest', 'establishment']",http://taverninthesquare.com/shrewsbury/info,+1 508-755-5240,4.2,https://maps.google.com/?cid=13768735645627569580,worcester_ma
Volturno Pizza Napoletana,"72 Shrewsbury St, Worcester, MA 01604, USA","['italian_restaurant', 'pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.volturnopizza.com/,+1 508-756-8658,4.5,https://maps.google.com/?cid=6460671325188073370,worcester_ma
Starbucks,"11 E Central St, Worcester, MA 01605, USA","['coffee_shop', 'cafe', 'breakfast_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.starbucks.com/store-locator/store/8084/,+1 508-756-4048,4.1,https://maps.google.com/?cid=3996009153577980437,worcester_ma
Texas Roadhouse,"535 Lincoln St F, Worcester, MA 01605, USA","['steak_house', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.texasroadhouse.com/locations/massachusetts/worcester?utm_source=listing&utm_medium=search,+1 508-853-7266,4.3,https://maps.google.com/?cid=216567976645663794,worcester_ma
McDonald's,"465 Shrewsbury St, Worcester, MA 01604, USA","['fast_food_restaurant', 'hamburger_restaurant', 'sandwich_shop', 'coffee_shop', 'cafe', 'american_restaurant', 'breakfast_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/MA/WORCESTER/465-SHREWSBURY-ST/22710.html?cid=RF:YXT:GMB::Clicks,+1 508-757-9996,3.6,https://maps.google.com/?cid=13225971840474085819,worcester_ma
110 Grill Worcester,"123 Front St, Worcester, MA 01608, USA","['american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.110grill.com/locations/worcester-ma/,+1 774-420-2733,4.2,https://maps.google.com/?cid=3866885164859527906,worcester_ma
BirchTree Bread Company,"138 Green St #5, Worcester, MA 01604, USA","['bakery', 'pizza_restaurant', 'cafe', 'bar', 'event_venue', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",http://www.birchtreebreadcompany.com/,+1 774-243-6944,4.6,https://maps.google.com/?cid=1528223473838884897,worcester_ma
Olive Garden Italian Restaurant,"7 Tobias Boland Way, Worcester, MA 01607, USA","['italian_restaurant', 'mediterranean_restaurant', 'seafood_restaurant', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.olivegarden.com/locations/ma/worcester/worcester/1868?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:worcester-ma-1868_pl:locurl_rd:1710,+1 508-755-5268,4.1,https://maps.google.com/?cid=2327626355639580678,worcester_ma
Chashu Ramen + Izakaya,"38 Franklin St, Worcester, MA 01608, USA","['japanese_restaurant', 'ramen_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.chashuramen.com/,+1 508-304-7183,4.5,https://maps.google.com/?cid=17699371002414325129,worcester_ma
Peppercorn's Grille & Tavern,"455 Park Ave, Worcester, MA 01610, USA","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",https://www.epeppercorns.com/,+1 508-752-7711,4.5,https://maps.google.com/?cid=432290007557651280,worcester_ma
Cinemark West Springfield 15 and XD,"864 Riverdale St, West Springfield, MA 01089, USA","['movie_theater', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.cinemark.com/theatres/ma-west-springfield/cinemark-west-springfield-15-and-xd?utm_medium=organic&utm_source=gmb&utm_campaign=local_listing_theater&utm_content=GMB_listing&y_source=1_MTc0OTMwMjAtNzE1LWxvY2F0aW9uLndlYnNpdGU=,+1 413-733-5134,4.5,https://maps.google.com/?cid=17345751430033281418,springfield_ma
Red Rose Pizzeria,"1060 Main St, Springfield, MA 01103, USA","['italian_restaurant', 'pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.redrosepizzeria.com/,+1 413-739-8510,4.6,https://maps.google.com/?cid=15126324006846679370,springfield_ma
Olive Garden Italian Restaurant,"919 Riverdale St, West Springfield, MA 01089, USA","['italian_restaurant', 'mediterranean_restaurant', 'seafood_restaurant', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.olivegarden.com/locations/ma/west-springfield/west-springfield-ma-riverdale-shops/1804?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:west-springfield-ma-1804_pl:locurl_rd:1650,+1 413-750-5390,4.2,https://maps.google.com/?cid=8205712861724963630,springfield_ma
"Theodore's Blues, Booze, and BBQ","201 Worthington St, Springfield, MA 01103, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://theodoresbbq.com/,+1 413-736-6000,4.6,https://maps.google.com/?cid=8583859330997630576,springfield_ma
Starbucks,"1089 E Columbus Ave, Springfield, MA 01105, USA","['coffee_shop', 'cafe', 'breakfast_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.starbucks.com/store-locator/store/7824/,+1 413-732-5173,3.9,https://maps.google.com/?cid=2398219584585738175,springfield_ma
Student Prince Cafe and The Fort,"8 Fort St, Springfield, MA 01103, USA","['seafood_restaurant', 'american_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.studentprince.com/,+1 413-734-7475,4.6,https://maps.google.com/?cid=1528599628505689956,springfield_ma
Crepes Tea House,"261 Union St, West Springfield, MA 01089, USA","['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",http://www.crepesteahouse.com/,+1 413-304-2052,4.6,https://maps.google.com/?cid=12220275481817901956,springfield_ma
